id,mood_category,verse_key,text,fullVerse,ref,status,devotional,prayer,createdAt,updatedAt,note
422,sad,sad-ps73_26,My flesh and my heart faileth...,"My flesh and my heart faileth: but God is the strength of my heart, and my portion for ever.",Psalm 73:26,published,"When heart and strength fail, God remains your eternal portion.","Lord, when my heart fails, be my strength and portion forever. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,He is your portion.
423,sad,sad-jn14_27,Peace I leave with you...,"Peace I leave with you, my peace I give unto you: not as the world giveth, give I unto you. Let not your heart be troubled, neither let it be afraid.",John 14:27,published,Jesus gives His own peace — not like the world’s fleeting kind.,"Jesus, leave Your peace with me. Calm my troubled heart. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,His peace endures.
424,sad,sad-ps143_8,Cause me to hear thy lovingkindness...,Cause me to hear thy lovingkindness in the morning; for in thee do I trust: cause me to know the way wherein I should walk...,Psalm 143:8,published,"In morning sorrow, ask to hear God’s lovingkindness anew.","Lord, let me hear Your lovingkindness this morning. Guide my steps. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Lovingkindness in the morning.
425,sad,sad-isa40_31,They that wait upon the LORD...,But they that wait upon the LORD shall renew their strength; they shall mount up with wings as eagles...,Isaiah 40:31,published,"Wait on God — strength renews, and you rise above heaviness.","Father, as I wait on You, renew my strength and lift me up. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Renewed strength awaits.
426,sad,sad-ps27_13-14,"I had fainted, unless I had believed...","I had fainted, unless I had believed to see the goodness of the LORD in the land of the living. Wait on the LORD: be of good courage...",Psalm 27:13-14,published,Believing in God’s goodness keeps you from fainting — wait with courage.,"Lord, help me believe in Your goodness. Give me courage to wait. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Goodness in the land of living.
427,sad,sad-rom8_18,For I reckon that the sufferings...,For I reckon that the sufferings of this present time are not worthy to be compared with the glory which shall be revealed in us.,Romans 8:18,published,Present sadness pales against future glory — hold on.,"Father, help me see that these sufferings are not worthy compared to the glory ahead. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Glory outweighs suffering.
428,sad,sad-ps46_1,God is our refuge and strength...,"God is our refuge and strength, a very present help in trouble.",Psalm 46:1,published,"In heavy trouble, God is your immediate refuge and strength.","Lord, be my refuge and strength in this trouble. Be present with me. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Very present help.
429,sad,sad-2tim4_17,Notwithstanding the Lord stood with me...,"Notwithstanding the Lord stood with me, and strengthened me...",2 Timothy 4:17,published,"Even when others forsake, the Lord stands with you and strengthens.","Lord, stand with me and strengthen me when I feel alone in sorrow. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,He stands when others leave.
430,sad,sad-ps9_9,The LORD also will be a refuge...,"The LORD also will be a refuge for the oppressed, a refuge in times of trouble.",Psalm 9:9,published,God is refuge for the oppressed and sad — run to Him.,"Lord, be my refuge in this time of heaviness. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Refuge for the oppressed.
431,sad,sad-ps25_16-17,Turn thee unto me...,"Turn thee unto me, and have mercy upon me; for I am desolate and afflicted. The troubles of my heart are enlarged...",Psalm 25:16-17,published,Cry out in desolation — God turns with mercy.,"Lord, turn to me in my desolation. Have mercy on my enlarged troubles. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Mercy for the desolate.
432,sad,sad-ps102_1-2,"Hear my prayer, O LORD...","Hear my prayer, O LORD, and let my cry come unto thee. Hide not thy face from me in the day when I am in trouble...",Psalm 102:1-2,published,Your cry reaches God — He does not hide in trouble.,"Father, hear my prayer and cry. Do not hide Your face from my trouble. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Your cry is heard.
433,sad,sad-isa54_10,For the mountains shall depart...,"For the mountains shall depart, and the hills be removed; but my kindness shall not depart from thee...",Isaiah 54:10,published,God’s kindness outlasts everything — even sorrow.,"Lord, Your kindness never departs from me. Hold me in it. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Kindness eternal.
434,sad,sad-ps22_24,For he hath not despised...,"For he hath not despised nor abhorred the affliction of the afflicted; neither hath he hid his face from him; but when he cried unto him, he heard.",Psalm 22:24,published,God never despises your affliction — He hears every cry.,"Lord, thank You for not despising my affliction. You hear me. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,He hears the afflicted.
435,sad,sad-ps69_33,The LORD heareth the poor...,"For the LORD heareth the poor, and despiseth not his prisoners.",Psalm 69:33,published,God hears the poor in spirit — He never despises.,"Lord, hear me in my poverty of spirit. I am not despised. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,He hears the poor.
436,sad,sad-ps31_7,I will be glad and rejoice...,I will be glad and rejoice in thy mercy: for thou hast considered my trouble; thou hast known my soul in adversities;,Psalm 31:7,published,God knows your soul in adversity — His mercy brings gladness.,"Lord, consider my trouble and know my soul. Let mercy make me glad. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,He knows in adversity.
437,sad,sad-ps6_2-3,"Have mercy upon me, O LORD...","Have mercy upon me, O LORD; for I am weak: O LORD, heal me; for my bones are vexed. My soul is also sore vexed...",Psalm 6:2-3,published,Cry for mercy in weakness — God heals the vexed soul.,"Lord, have mercy on my weakness. Heal my vexed soul. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Mercy for the weak.
438,sad,sad-ps143_7,"Hear me speedily, O LORD...","Hear me speedily, O LORD: my spirit faileth: hide not thy face from me...",Psalm 143:7,published,"When your spirit fails, ask God to hear speedily.","Lord, my spirit fails — hear me speedily and do not hide. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Speedy hearing.
439,sad,sad-ps77_1-2,I cried unto God with my voice...,"I cried unto God with my voice, even unto God with my voice; and he gave ear unto me. In the day of my trouble I sought the Lord...",Psalm 77:1-2,published,"In trouble, cry to God — He gives ear.","Lord, I cry to You in trouble. Give ear to me. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,He gives ear.
440,sad,sad-ps88_1-2,O LORD God of my salvation...,"O LORD God of my salvation, I have cried day and night before thee: Let my prayer come before thee: incline thine ear unto my cry;",Psalm 88:1-2,published,Persistent crying day and night — God inclines His ear.,"Lord God of my salvation, hear my day-and-night cry. Incline Your ear. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,He inclines His ear.
441,sad,sad-eccl7_3,Sorrow is better than laughter...,Sorrow is better than laughter: for by the sadness of the countenance the heart is made better.,Ecclesiastes 7:3,published,God uses sorrow to make the heart better — deeper wisdom.,"Father, use this sorrow to make my heart better. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Sorrow refines.
442,sad,sad-rom5_3-5,Tribulation worketh patience...,"And not only so, but we glory in tribulations also: knowing that tribulation worketh patience; And patience, experience; and experience, hope...",Romans 5:3-5,published,"Tribulation produces patience, character, and hope — sorrow has purpose.","Lord, help me glory in tribulation, knowing it works hope in me. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Hope through tribulation.
443,sad,sad-jas1_2-3,Count it all joy...,"My brethren, count it all joy when ye fall into divers temptations; Knowing this, that the trying of your faith worketh patience.",James 1:2-3,published,Trials produce patience — count it joy in the process.,"Lord, help me count sorrow as joy, knowing it works patience. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Joy in trials.
444,sad,sad-1pet1_6-7,Wherein ye greatly rejoice...,"Wherein ye greatly rejoice, though now for a season, if need be, ye are in heaviness through manifold temptations: That the trial of your faith...",1 Peter 1:6-7,published,Heaviness is for a season — faith refined is precious.,"Father, though heaviness comes, refine my faith as gold. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Season of heaviness.
445,sad,sad-ps126_5-6,They that sow in tears...,"They that sow in tears shall reap in joy. He that goeth forth and weepeth, bearing precious seed, shall doubtless come again with rejoicing...",Psalm 126:5-6,published,Tears sown today bring joyful harvest tomorrow.,"Lord, I sow in tears. Bring me back with joy. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Harvest from tears.
446,sad,sad-isa35_10,The ransomed of the LORD...,"And the ransomed of the LORD shall return, and come to Zion with songs and everlasting joy upon their heads: they shall obtain joy and gladness, and sorrow and sighing shall flee away.",Isaiah 35:10,published,Sorrow and sighing flee — everlasting joy awaits.,"Lord, let sorrow flee and everlasting joy come. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Joy everlasting.
447,sad,sad-ps94_19,In the multitude of my thoughts...,In the multitude of my thoughts within me thy comforts delight my soul.,Psalm 94:19,published,"When thoughts multiply in sadness, God’s comforts delight.","Lord, in my many thoughts, let Your comforts delight my soul. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Comforts delight.
448,sad,sad-ps139_23-24,"Search me, O God...","Search me, O God, and know my heart: try me, and know my thoughts: And see if there be any wicked way in me...",Psalm 139:23-24,published,"In heaviness, invite God’s search — He leads to better paths.","God, search my heart in sadness. Lead me in the everlasting way. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,He leads through search.
449,sad,sad-ps51_17,The sacrifices of God are a broken spirit...,"The sacrifices of God are a broken spirit: a broken and a contrite heart, O God, thou wilt not despise.",Psalm 51:17,published,A broken heart is a sacrifice God never despises.,"Lord, I offer my broken and contrite heart. Receive it. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Broken heart accepted.
450,sad,sad-ps147_11,The LORD taketh pleasure...,"The LORD taketh pleasure in them that fear him, in those that hope in his mercy.",Psalm 147:11,published,God delights in those who hope in His mercy — even in sadness.,"Lord, I hope in Your mercy. Take pleasure in me today. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,He delights in hope.
501,grateful,grateful-1thess5_18,In every thing give thanks...,In every thing give thanks: for this is the will of God in Christ Jesus concerning you.,1 Thessalonians 5:18,published,Gratitude in all circumstances aligns with God’s will — it transforms the ordinary.,"Lord, teach me to give thanks in everything. Align my heart with Your will. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Thanks in all things.
502,grateful,grateful-ps100_4,Enter into his gates with thanksgiving...,"Enter into his gates with thanksgiving, and into his courts with praise: be thankful unto him, and bless his name.",Psalm 100:4,published,Approach God with a thankful heart — it opens the way to His presence.,"Father, I enter Your gates with thanksgiving. Bless Your name today. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Thanksgiving opens gates.
503,grateful,grateful-ps107_1,O give thanks unto the LORD...,"O give thanks unto the LORD, for he is good: for his mercy endureth for ever.",Psalm 107:1,published,God’s enduring mercy calls for endless thanks — His goodness never fails.,"Lord, thank You for Your goodness and enduring mercy. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Thanks for enduring mercy.
504,grateful,grateful-eph5_20,Giving thanks always for all things...,Giving thanks always for all things unto God and the Father in the name of our Lord Jesus Christ;,Ephesians 5:20,published,Thank God for all things — gratitude honors Him through Jesus.,"Father, I give thanks always for all things in Jesus’ name. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Thanks for all things.
505,grateful,grateful-col3_17,And whatsoever ye do...,"And whatsoever ye do in word or deed, do all in the name of the Lord Jesus, giving thanks to God and the Father by him.",Colossians 3:17,published,Let every action overflow with thanks — done in Jesus’ name.,"Lord, in all I do, I give thanks to You through Jesus. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Thanks in every deed.
506,grateful,grateful-ps136_1,O give thanks unto the LORD...,O give thanks unto the LORD; for he is good: for his mercy endureth for ever.,Psalm 136:1,published,Repeat thanks for God’s goodness — His mercy is forever.,"Father, thank You for Your goodness; Your mercy endures forever. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Mercy calls for thanks.
507,grateful,grateful-phil4_6,Be careful for nothing...,Be careful for nothing; but in every thing by prayer and supplication with thanksgiving let your requests be made known unto God.,Philippians 4:6,published,Pair prayer with thanksgiving — it guards against worry.,"Lord, in prayer and supplication, I thank You as I make my requests. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Thanks with prayer.
508,grateful,grateful-heb13_15,By him therefore let us offer...,"By him therefore let us offer the sacrifice of praise to God continually, that is, the fruit of our lips giving thanks to his name.",Hebrews 13:15,published,Praise is a sacrifice of thanks — offer it continually.,"Jesus, through You I offer the sacrifice of praise and thanks. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Sacrifice of praise.
509,grateful,grateful-ps118_24,This is the day which the LORD hath made...,This is the day which the LORD hath made; we will rejoice and be glad in it.,Psalm 118:24,published,Every day is God’s gift — rejoice with gratitude.,"Lord, thank You for this day You made. I rejoice in it. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Thanks for today.
510,grateful,grateful-col3_15,And let the peace of God rule...,"And let the peace of God rule in your hearts, to the which also ye are called in one body; and be ye thankful.",Colossians 3:15,published,God’s peace rules in thankful hearts — embrace it.,"Father, let Your peace rule in my heart as I remain thankful. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Thankful for peace.
511,grateful,grateful-ps50_23,Whoso offereth praise glorifieth me...,Whoso offereth praise glorifieth me: and to him that ordereth his conversation aright will I shew the salvation of God.,Psalm 50:23,published,Offering praise glorifies God — it reveals His salvation.,"Lord, I offer praise to glorify You. Show me Your salvation. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Praise glorifies.
512,grateful,grateful-ps92_1,It is a good thing to give thanks...,"It is a good thing to give thanks unto the LORD, and to sing praises unto thy name, O most High:",Psalm 92:1,published,Giving thanks is good — it sings praise to the Most High.,"Lord, it is good to thank You and sing Your praises. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Thanks is good.
513,grateful,grateful-ps95_2,Let us come before his presence...,"Let us come before his presence with thanksgiving, and make a joyful noise unto him with psalms.",Psalm 95:2,published,Enter His presence with thanks and joyful noise.,"Father, I come before You with thanksgiving and joyful psalms. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Thanks in presence.
514,grateful,grateful-ps103_1-2,"Bless the LORD, O my soul...","Bless the LORD, O my soul: and all that is within me, bless his holy name. Bless the LORD, O my soul, and forget not all his benefits:",Psalm 103:1-2,published,Bless God with your whole soul — remember every benefit.,"Lord, my soul blesses You. I forget not Your benefits. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Bless with all within.
515,grateful,grateful-ps136_26,O give thanks unto the God of heaven...,O give thanks unto the God of heaven: for his mercy endureth for ever.,Psalm 136:26,published,Thank the God of heaven — His mercy is forever.,"God of heaven, thank You for Your enduring mercy. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Thanks to heaven’s God.
516,grateful,grateful-ps106_1,Praise ye the LORD...,Praise ye the LORD. O give thanks unto the LORD; for he is good: for his mercy endureth for ever.,Psalm 106:1,published,Praise begins with thanks — for His goodness and mercy.,"Lord, I praise and thank You for Your goodness. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Praise with thanks.
517,grateful,grateful-ps118_1,O give thanks unto the LORD...,O give thanks unto the LORD; for he is good: because his mercy endureth for ever.,Psalm 118:1,published,Thanks flows from God’s goodness and endless mercy.,"Father, thank You for Your goodness and mercy forever. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Goodness deserves thanks.
518,grateful,grateful-ps118_29,O give thanks unto the LORD...,O give thanks unto the LORD; for he is good: for his mercy endureth for ever.,Psalm 118:29,published,End and begin with thanks — His mercy endures.,"Lord, thank You again for Your enduring mercy. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Thanks bookends praise.
519,grateful,grateful-ps7_17,I will praise the LORD...,I will praise the LORD according to his righteousness: and will sing praise to the name of the LORD most high.,Psalm 7:17,published,Praise God for His righteousness — sing thanks to the Most High.,"Lord, I praise Your righteousness and sing to Your name. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Praise for righteousness.
520,grateful,grateful-ps30_4,"Sing unto the LORD, O ye saints...","Sing unto the LORD, O ye saints of his, and give thanks at the remembrance of his holiness.",Psalm 30:4,published,Sing thanks remembering God’s holiness — as His saints.,"Lord, I sing thanks remembering Your holiness. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Thanks for holiness.
521,grateful,grateful-ps116_17,I will offer to thee the sacrifice...,"I will offer to thee the sacrifice of thanksgiving, and will call upon the name of the LORD.",Psalm 116:17,published,Thanksgiving is a sacrifice — offer it and call on Him.,"Father, I offer the sacrifice of thanksgiving and call on You. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Sacrifice of thanks.
522,grateful,grateful-ps147_7,Sing unto the LORD with thanksgiving...,Sing unto the LORD with thanksgiving; sing praise upon the harp unto our God:,Psalm 147:7,published,Sing thanks with praise — music honors God.,"Lord, I sing to You with thanksgiving and praise. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Thanks in song.
523,grateful,grateful-ps100_1-5,Make a joyful noise unto the LORD...,"Make a joyful noise unto the LORD, all ye lands. Serve the LORD with gladness: come before his presence with singing. Know ye that the LORD he is God: it is he that hath made us, and not we ourselves; we are his people, and the sheep of his pasture. Enter into his gates with thanksgiving, and into his courts with praise: be thankful unto him, and bless his name. For the LORD is good; his mercy is everlasting; and his truth endureth to all generations.",Psalm 100:1-5,published,The whole earth thanks God — for He is good and merciful.,"Lord, I make joyful noise and enter with thanks. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Joyful thanks universal.
524,grateful,grateful-ps103_2,"Bless the LORD, O my soul...","Bless the LORD, O my soul, and forget not all his benefits:",Psalm 103:2,published,Don’t forget God’s benefits — bless Him with gratitude.,"Father, I bless You and forget not Your benefits. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Remember benefits.
525,grateful,grateful-job1_21,"The LORD gave, and the LORD hath taken away...","And said, Naked came I out of my mother's womb, and naked shall I return thither: the LORD gave, and the LORD hath taken away; blessed be the name of the LORD.",Job 1:21,published,Bless God in giving and taking — gratitude endures.,"Lord, You give and take; blessed be Your name. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Blessed in all seasons.
526,grateful,grateful-2chr29_31,Then Hezekiah answered and said...,"Then Hezekiah answered and said, Now ye have consecrated yourselves unto the LORD, come near and bring sacrifices and thank offerings into the house of the LORD...",2 Chronicles 29:31,published,Consecration leads to thank offerings — draw near.,"Lord, as I consecrate myself, I bring thank offerings to You. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Thanks in consecration.
527,grateful,grateful-deut8_10,When thou hast eaten and art full...,"When thou hast eaten and art full, then thou shalt bless the LORD thy God for the good land which he hath given thee.",Deuteronomy 8:10,published,"Bless God for provision — when full, give thanks.","Father, thank You for filling me; I bless You for Your gifts. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Thanks after eating.
528,grateful,grateful-ps28_7,The LORD is my strength and my shield...,"The LORD is my strength and my shield; my heart trusted in him, and I am helped: therefore my heart greatly rejoiceth; and with my song will I praise him.",Psalm 28:7,published,Rejoice and praise for God’s help and strength.,"Lord, thank You for being my strength; I praise with song. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Praise for help.
529,grateful,grateful-ps66_1,Make a joyful noise unto God...,"Make a joyful noise unto God, all ye lands:",Psalm 66:1,published,All lands give joyful thanks to God.,"Father, I make joyful noise in thanks to You. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Global joyful noise.
530,grateful,grateful-ps150_6,Let every thing that hath breath...,Let every thing that hath breath praise the LORD. Praise ye the LORD.,Psalm 150:6,published,Every breath is for praise — thanks in living.,"Lord, with every breath I praise and thank You. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Breath for praise.
531,grateful,grateful-eph1_16,Cease not to give thanks for you...,"Cease not to give thanks for you, making mention of you in my prayers;",Ephesians 1:16,published,Give ceaseless thanks for others in prayer.,"Father, I cease not to thank You for those in my life. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Thanks in prayer.
532,grateful,grateful-col4_2,Continue in prayer...,"Continue in prayer, and watch in the same with thanksgiving;",Colossians 4:2,published,Watch in prayer with thanks — steadfast gratitude.,"Lord, help me continue in prayer with thanksgiving. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Thanks watchful.
533,grateful,grateful-1chr16_34,O give thanks unto the LORD...,O give thanks unto the LORD; for he is good; for his mercy endureth for ever.,1 Chronicles 16:34,published,Thanks for God’s goodness and endless mercy.,"Father, thank You for Your goodness and mercy. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Goodness and mercy.
534,grateful,grateful-2cor9_15,Thanks be unto God for his unspeakable gift.,Thanks be unto God for his unspeakable gift.,2 Corinthians 9:15,published,Thanks for God’s indescribable gift — Jesus.,"Lord, thanks for Your unspeakable gift. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Unspeakable gift.
535,grateful,grateful-ps105_1,O give thanks unto the LORD...,O give thanks unto the LORD; call upon his name: make known his deeds among the people.,Psalm 105:1,published,Thanks leads to proclaiming God’s deeds.,"Lord, thank You; I make known Your deeds. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Proclaim with thanks.
536,grateful,grateful-ps69_30,I will praise the name of God with a song...,"I will praise the name of God with a song, and will magnify him with thanksgiving.",Psalm 69:30,published,Magnify God with thanksgiving and song.,"Father, I praise Your name with song and thanks. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Magnify with thanks.
537,grateful,grateful-ps35_18,I will give thee thanks in the great congregation...,I will give thee thanks in the great congregation: I will praise thee among much people.,Psalm 35:18,published,Give thanks publicly — among the people.,"Lord, I thank You in the congregation and praise You. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Public thanks.
538,grateful,grateful-lev7_12,If he offer it for a thanksgiving...,"If he offer it for a thanksgiving, then he shall offer with the sacrifice of thanksgiving unleavened cakes mingled with oil...",Leviticus 7:12,published,Thank offerings honor God’s provision.,"Father, I offer thanks as a sacrifice to You. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Thank offering.
539,grateful,grateful-ps116_12,What shall I render unto the LORD...,What shall I render unto the LORD for all his benefits toward me?,Psalm 116:12,published,Respond to benefits with grateful rendering.,"Lord, what can I render for all Your benefits? I thank You. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Render thanks.
540,grateful,grateful-jon2_9,But I will sacrifice unto thee...,But I will sacrifice unto thee with the voice of thanksgiving; I will pay that that I have vowed. Salvation is of the LORD.,Jonah 2:9,published,Sacrifice with voice of thanks — salvation is His.,"Lord, I sacrifice with thanksgiving; salvation is Yours. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Voice of thanks.
541,grateful,grateful-amos4_5,Offer a sacrifice of thanksgiving...,"And offer a sacrifice of thanksgiving with leaven, and proclaim and publish the free offerings: for this liketh you, O ye children of Israel, saith the Lord GOD.",Amos 4:5,published,Offer thanks as a free sacrifice.,"Father, I offer thanksgiving as my sacrifice. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Free thanks.
542,grateful,grateful-ps18_49,Therefore will I give thanks unto thee...,"Therefore will I give thanks unto thee, O LORD, among the heathen, and sing praises unto thy name.",Psalm 18:49,published,Give thanks among all — sing His praises.,"Lord, I give thanks among all and sing to You. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Thanks among nations.
543,grateful,grateful-rom1_8,"First, I thank my God through Jesus Christ...","First, I thank my God through Jesus Christ for you all, that your faith is spoken of throughout the whole world.",Romans 1:8,published,Thank God for others’ faith — it spreads.,"Father, thank You for the faith of others through Jesus. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Thanks for faith.
544,grateful,grateful-1cor1_4,I thank my God always on your behalf...,"I thank my God always on your behalf, for the grace of God which is given you by Jesus Christ;",1 Corinthians 1:4,published,Thanks for God’s grace given to others.,"Lord, thank You for Your grace given through Christ. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Grace deserves thanks.
545,grateful,grateful-2thess1_3,We are bound to thank God always for you...,"We are bound to thank God always for you, brethren, as it is meet, because that your faith groweth exceedingly...",2 Thessalonians 1:3,published,Thank God for growing faith in believers.,"Father, thank You for growing faith in Your people. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Thanks for growth.
546,grateful,grateful-ps79_13,So we thy people and sheep of thy pasture...,So we thy people and sheep of thy pasture will give thee thanks for ever: we will shew forth thy praise to all generations.,Psalm 79:13,published,"As His sheep, give eternal thanks and praise.","Lord, as Your sheep, I thank You forever. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Eternal thanks.
547,grateful,grateful-ps75_1,"Unto thee, O God, do we give thanks...","Unto thee, O God, do we give thanks, unto thee do we give thanks: for that thy name is near thy wondrous works declare.",Psalm 75:1,published,Thanks for God’s near name and wondrous works.,"God, thank You for Your near name and works. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Thanks for works.
548,grateful,grateful-ps119_62,At midnight I will rise to give thanks...,At midnight I will rise to give thanks unto thee because of thy righteous judgments.,Psalm 119:62,published,Rise even at midnight to thank for righteous judgments.,"Lord, I rise to thank You for Your righteous judgments. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Midnight thanks.
549,grateful,grateful-1tim2_1,"I exhort therefore, that, first of all...","I exhort therefore, that, first of all, supplications, prayers, intercessions, and giving of thanks, be made for all men;",1 Timothy 2:1,published,Give thanks in prayers for all people.,"Father, I give thanks in prayers for all. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Thanks for all men.
550,grateful,grateful-rev11_17,"Saying, We give thee thanks, O Lord God Almighty...","Saying, We give thee thanks, O Lord God Almighty, which art, and wast, and art to come; because thou hast taken to thee thy great power, and hast reigned.",Revelation 11:17,published,Thanks to the Almighty for His power and reign.,"Lord God Almighty, thank You for Your power and reign. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Thanks to Almighty.
601,overwhelmed,overwhelmed-matt11_28,"Come unto me, all ye that labour...","Come unto me, all ye that labour and are heavy laden, and I will give you rest.",Matthew 11:28,published,Jesus invites the overwhelmed to find true rest in Him — lay down the weight.,"Jesus, I am heavy laden and overwhelmed. Give me rest today. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Rest for the weary.
602,overwhelmed,overwhelmed-ps55_22,Cast thy burden upon the LORD...,"Cast thy burden upon the LORD, and he shall sustain thee: he shall never suffer the righteous to be moved.",Psalm 55:22,published,Hand your overwhelming burdens to God — He sustains and steadies you.,"Lord, I cast my burdens on You. Sustain me so I am not moved. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,He sustains when burdened.
603,overwhelmed,overwhelmed-1pet5_7,Casting all your care upon him...,Casting all your care upon him; for he careth for you.,1 Peter 5:7,published,Every stress and care is safe with Him — because He truly cares.,"Father, I cast all my cares on You because You care for me. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,He cares deeply.
604,overwhelmed,overwhelmed-ps61_2,When my heart is overwhelmed...,"From the end of the earth will I cry unto thee, when my heart is overwhelmed: lead me to the rock that is higher than I.",Psalm 61:2,published,"Cry out when overwhelmed — God leads to higher, safer ground.","Lord, my heart is overwhelmed. Lead me to the Rock higher than I. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Higher Rock in overwhelm.
605,overwhelmed,overwhelmed-ps46_1,God is our refuge and strength...,"God is our refuge and strength, a very present help in trouble.",Psalm 46:1,published,"When everything feels like too much, God is your immediate refuge.","Lord, be my refuge and strength in this overwhelming trouble. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Very present help.
606,overwhelmed,overwhelmed-isa40_31,They that wait upon the LORD...,"But they that wait upon the LORD shall renew their strength; they shall mount up with wings as eagles; they shall run, and not be weary; and they shall walk, and not faint.",Isaiah 40:31,published,Wait on God — strength renews and weariness lifts.,"Father, as I wait on You, renew my strength so I do not faint. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Renewed strength.
